Fp1,Fp2,F3,F4,F7,F8,T3,T4,C3,C4,T5,T6,P3,P4,O1,O2,target
3.9409,1.877,-4.2142,-8.1218,12.805,-6.0606,6.9333,-9.8862,-2.9703,-7.138,2.1018,-13.528,-4.0201,-10.957,-2.807,-7.8161,0
4.9261,2.8479,-1.1054,-3.0457,15.776,-4.0404,6.9333,-9.8862,-1.9802,-3.0976,-4.7947,-22.309,-9.0452,-13.927,-2.807,-22.594,0
5.9113,4.7896,-3.1779,-1.0152,11.815,-2.0202,-2.0667,-6.9593,-2.9703,-1.0774,-16.617001,-24.26,-16.08,-15.908,-3.764,-35.402,0
2.9557,6.7314,-5.2504,0,5.8746,3.0303,-7.0667,-2.0813,-8.9109,-2.0875,-27.455,-22.309,-25.125999,-19.868,-0.89314,-43.284,0
5.9113,9.644,-3.1779,2.0305,4.8845,8.0808,-8.0667,5.7236,-6.9307,0.94276,-27.455,-11.577,-26.131001,-17.888,-10.463,-37.373001,0
0.98522,6.7314,-3.1779,2.0305,4.8845,8.0808,-2.0667,8.6504,-6.9307,0.94276,-17.603001,-0.84553,-20.101,-12.937,-8.5486,-19.639,0
-0.98522,3.8188,-6.2867,-3.0457,5.8746,1.0101,-3.0667,5.7236,-1.9802,-0.06734,-5.78,5.9837,-9.0452,-6.0066,-3.764,1.0509,0
-0.98522,2.8479,-4.2142,-2.0305,9.835,2.0202,1.9333,4.748,0,1.9529,6.0427,9.8862,2.0101,1.9142,-0.89314,17.799999,0
0,-0.06472,-5.2504,-4.0609,8.8449,2.0202,3.9333,2.7967,0,2.963,6.0427,5.9837,6.0302,5.8746,-4.7209,19.77,0
1.9704,2.8479,3.0397,-1.0152,10.825,1.0101,1.9333,0.84553,4.9505,2.963,6.0427,-2.7967,9.0452,4.8845,-7.5917,12.874,0
9.8522,10.615,7.1848,4.0609,15.776,8.0808,5.9333,1.8211,7.9208,5.9933,8.0131,-6.6992,10.05,3.8944,-4.7209,4.9918,0
6.8966,7.7023,0.96718,0,9.835,3.0303,-2.0667,-5.0081,-0.9901,-2.0875,-4.7947,-17.431,-4.0201,-7.9868,-6.6348,-13.727,0
1.9704,2.8479,-9.3955,-8.1218,3.8944,-1.0101,-13.067,-13.789,-12.871,-13.199,-19.573,-27.187,-21.106001,-23.827999,-6.6348,-33.431999,0
0,0.90615,-11.468,-11.168,1.9142,-4.0404,-13.067,-13.789,-17.822001,-19.259001,-24.499001,-29.138,-29.146,-30.759001,0.0638,-45.255001,0
-2.9557,-2.0065,-9.3955,-12.183,0.92409,-6.0606,-14.067,-9.8862,-15.842,-18.249001,-24.499001,-24.26,-28.141001,-29.768999,4.8485,-45.255001,0
1.9704,3.8188,-6.2867,-6.0914,1.9142,-2.0202,-9.0667,-3.0569,-12.871,-9.1582,-19.573,-12.553,-22.111,-18.878,-2.807,-30.476,0
0.98522,3.8188,-7.323,-5.0761,1.9142,-2.0202,-10.067,-3.0569,-11.881,-6.1279,-15.632,-8.6504,-16.08,-10.957,-1.8501,-14.713,0
3.9409,2.8479,-5.2504,-5.0761,6.8647,-3.0303,-12.067,-5.0081,-7.9208,-4.1077,-14.647,-7.6748,-11.055,-5.0165,7.7193,-3.8752,0
6.8966,7.7023,0.96718,2.0305,13.795,0,-8.0667,-3.0569,-3.9604,-0.06734,-11.691,-3.7724,-3.0151,2.9043,6.7624,7.9475,0
9.8522,8.6731,3.0397,3.0457,13.795,1.0101,-2.0667,-3.0569,0,3.9731,-5.78,-0.84553,3.0151,6.8647,-2.807,14.844,0
0.98522,2.8479,-0.06909,0,4.8845,-5.0505,-2.0667,-8.9106,-3.9604,0.94276,-3.8095,-7.6748,1.005,1.9142,3.8915,9.9179,0
4.9261,4.7896,-2.1416,-2.0305,6.8647,-5.0505,-3.0667,-11.837,-4.9505,-3.0976,-4.7947,-15.48,-5.0251,-6.0066,11.547,-3.8752,0
0,1.877,-5.2504,-8.1218,4.8845,-7.0707,-6.0667,-17.691,-11.881,-15.219,-14.647,-28.163,-19.094999,-23.827999,20.159,-26.535,0
-1.9704,-1.0356,-14.577,-16.243999,1.9142,-8.0808,-13.067,-19.642,-23.761999,-25.32,-28.440001,-34.992001,-32.160999,-36.700001,23.030001,-46.240002,0
-1.9704,-0.06472,-12.504,-13.198,-5.0165,-7.0707,-17.066999,-15.74,-23.761999,-23.299999,-31.396,-30.114,-33.166,-35.709999,12.504,-51.166,0
-3.9409,-1.0356,-15.613,-14.213,-6.0066,-5.0505,-19.066999,-11.837,-22.771999,-20.268999,-31.396,-23.285,-32.160999,-30.759001,7.7193,-49.195,0
-0.98522,3.8188,-9.3955,-8.1218,2.9043,-2.0202,-14.067,-6.9593,-16.832001,-14.209,-22.528999,-14.504,-24.121,-19.868,7.7193,-31.461,0
2.9557,4.7896,-6.2867,-8.1218,6.8647,-3.0303,-8.0667,-5.0081,-14.851,-10.168,-14.647,-7.6748,-15.075,-9.967,6.7624,-9.7865,0
2.9557,4.7896,-3.1779,-6.0914,3.8944,-1.0101,-11.067,-3.0569,-5.9406,-7.138,-7.7504,-1.8211,-7.0352,-2.0462,9.6332,9.9179,0
3.9409,5.7605,-3.1779,-4.0609,4.8845,3.0303,-7.0667,-2.0813,-8.9109,-6.1279,-3.8095,-2.7967,-3.0151,-0.06601,17.289,15.829,0
1.9704,4.7896,-8.3592,-6.0914,0.92409,-4.0404,-2.0667,-6.9593,-9.901,-9.1582,-2.8243,-9.626,-2.0101,-5.0165,14.418,8.9327,0
-1.9704,1.877,-8.3592,-8.1218,-0.06601,-10.101,-0.06667,-12.813,-3.9604,-11.178,-2.8243,-17.431,-3.0151,-10.957,13.461,-0.91954,0
0.98522,0.90615,-6.2867,-8.1218,3.8944,-11.111,-4.0667,-16.715,-2.9703,-14.209,-13.662,-25.236,-14.07,-18.878,1.0207,-19.639,0
-0.98522,0.90615,-4.2142,-7.1066,7.8548,-10.101,-6.0667,-17.691,-9.901,-16.229,-24.499001,-30.114,-26.131001,-27.789,-3.764,-40.327999,0
3.9409,2.8479,-3.1779,-6.0914,5.8746,-10.101,-6.0667,-19.642,-14.851,-18.249001,-32.381001,-34.015999,-35.175999,-34.719002,5.8054,-61.018002,0
6.8966,7.7023,0.96718,-2.0305,5.8746,-12.121,-8.0667,-12.813,-8.9109,-13.199,-25.483999,-28.163,-28.141001,-30.759001,11.547,-60.033001,0
0.98522,-0.06472,-6.2867,-7.1066,4.8845,-8.0808,-4.0667,-6.9593,-9.901,-11.178,-13.662,-17.431,-16.08,-20.858,7.7193,-38.358002,0
-6.8966,-3.9482,-10.432,-9.1371,1.9142,-3.0303,-3.0667,-1.1057,-6.9307,-7.138,1.1166,-0.84553,-1.005,-5.0165,20.159,-3.8752,0
-5.9113,-3.9482,-14.577,-11.168,-4.0264,-4.0404,-2.0667,3.7724,-3.9604,-3.0976,9.9836,10.862,9.0452,6.8647,16.332001,20.754999,0
-6.8966,-2.9773,-13.541,-10.152,-1.0561,-5.0505,0.93333,0.84553,-5.9406,-4.1077,8.0131,8.9106,9.0452,8.8449,19.202999,27.652,0
-0.98522,-1.0356,-9.3955,-10.152,6.8647,-8.0808,-1.0667,-5.9837,-4.9505,-8.1481,2.1018,-2.7967,3.0151,1.9142,15.375,15.829,0
4.9261,3.8188,0.96718,-5.0761,4.8845,-8.0808,-1.0667,-8.9106,-5.9406,-9.1582,-1.8391,-14.504,-2.0101,-6.9967,7.7193,1.0509,0
7.8818,4.7896,3.0397,-4.0609,6.8647,-3.0303,-6.0667,-8.9106,-3.9604,-9.1582,-7.7504,-20.358,-9.0452,-14.917,5.8054,-14.713,0
-0.98522,-1.0356,-2.1416,-7.1066,-2.0462,-5.0505,-11.067,-10.862,-8.9109,-13.199,-11.691,-24.26,-15.075,-23.827999,5.8054,-31.461,0
-5.9113,-4.9191,-8.3592,-13.198,-4.0264,-9.0909,-11.067,-13.789,-17.822001,-18.249001,-18.587999,-28.163,-23.115999,-30.759001,2.9346,-48.209999,0
-1.9704,-0.06472,-5.2504,-7.1066,2.9043,-5.0505,-8.0667,-5.9837,-14.851,-12.189,-18.587999,-17.431,-21.106001,-22.837999,8.6762,-46.240002,0
-1.9704,-0.06472,-7.323,-4.0609,-1.0561,-5.0505,-8.0667,1.8211,-12.871,-6.1279,-16.617001,-5.7236,-16.08,-11.947,3.8915,-30.476,0
0.98522,1.877,-7.323,-3.0457,-0.06601,-3.0303,-10.067,3.7724,-11.881,-3.0976,-12.677,0.13008,-10.05,-4.0264,1.9777,-11.757,0
-0.98522,1.877,-7.323,-1.0152,-4.0264,8.0808,-8.0667,5.7236,-6.9307,0.94276,-3.8095,5.9837,-1.005,4.8845,2.9346,9.9179,0
2.9557,1.877,-3.1779,-1.0152,-1.0561,1.0101,-0.06667,1.8211,-2.9703,1.9529,2.1018,6.9593,4.0201,8.8449,1.0207,20.754999,0
4.9261,2.8479,7.1848,3.0457,5.8746,0,7.9333,6.6992,1.9802,3.9731,9.9836,9.8862,10.05,12.805,7.7193,27.652,0
5.9113,4.7896,3.0397,1.0152,3.8944,5.0505,-3.0667,5.7236,-3.9604,-1.0774,1.1166,2.0813,0,2.9043,4.8485,11.888,0
1.9231,0,2.7184,-0.96154,-0.0641,-1.9968,0.82935,-2.7804,-2.9068,-0.88889,0.97561,-1.0897,-3.746,-6.7949,2.8436,-1.0159,1
0.96154,-2.9412,0.7767,-3.8462,-0.0641,-2.963,-2.9984,-3.7283,-6.6983,-2.7937,-2.9268,-3.0128,-7.5556,-10.641,-0.94787,-3.873,1
0.96154,-1.9608,-1.165,-3.8462,-0.0641,-3.9291,1.7863,-1.8325,-5.7504,-5.6508,-3.9024,-3.9744,-7.5556,-11.603,-2.8436,-3.873,1
0.96154,-0.98039,-0.19417,-1.9231,-0.0641,-1.0306,2.7432,-0.88468,-2.9068,-4.6984,-0.97561,-3.0128,-5.6508,-7.7564,-1.8957,-1.9683,1
0.96154,1.9608,0.7767,0,-0.0641,-0.06441,-2.0415,0.06319,-1.9589,-1.8413,-3.9024,-2.0513,-6.6032,-3.9103,-1.8957,-0.06349,1
2.8846,2.9412,2.7184,0.96154,0.89744,3.8003,-5.8692,1.0111,-0.06319,1.0159,-4.878,-1.0897,-6.6032,-1.0256,-2.8436,-0.06349,1
2.8846,5.8824,1.7476,2.8846,0.89744,4.7665,-5.8692,1.0111,-1.0111,1.0159,-2.9268,-1.0897,-5.6508,-1.9872,-1.8957,-0.06349,1
-0.96154,1.9608,-3.1068,0,-2.9487,0.90177,-4.9123,-3.7283,-4.8025,-2.7937,-5.8537,-2.0513,-7.5556,-4.8718,-5.6872,-2.9206,1
0,0.98039,-4.0777,1.9231,-2.9487,1.868,-3.9553,-2.7804,-3.8547,-2.7937,-5.8537,-1.0897,-4.6984,-2.9487,-3.7915,-1.9683,1
0,1.9608,-3.1068,0.96154,-1.0256,1.868,-2.0415,1.9589,-1.0111,-0.88889,-2.9268,0.83333,-0.88889,-0.0641,-0.94787,-1.0159,1
-1.9231,1.9608,-3.1068,0.96154,-1.9872,1.868,-0.12759,2.9068,0.88468,1.0159,0,0.83333,1.9683,1.859,0,-1.0159,1
-0.96154,2.9412,-2.1359,0.96154,-1.9872,0.90177,0.82935,1.0111,1.8325,1.9683,4.878,-2.0513,3.873,0.89744,1.8957,-0.06349,1
2.8846,3.9216,0.7767,1.9231,-1.0256,0.90177,2.7432,0.06319,2.7804,1.9683,5.8537,-3.9744,3.873,-1.0256,0.94787,-1.9683,1
2.8846,3.9216,2.7184,3.8462,-0.0641,2.8341,2.7432,1.0111,4.6761,2.9206,2.9268,-3.0128,3.873,-1.0256,-0.94787,-1.0159,1
0.96154,1.9608,3.6893,2.8846,0.89744,2.8341,3.7002,-2.7804,6.5719,2.9206,3.9024,-2.0513,5.7778,-1.0256,0,0.88889,1
4.8077,5.8824,5.6311,4.8077,2.8205,4.7665,5.614,-1.8325,6.5719,1.9683,3.9024,-2.0513,5.7778,-1.9872,0.94787,-0.06349,1
7.6923,8.8235,8.5437,5.7692,4.7436,6.6989,6.571,2.9068,4.6761,1.9683,0,-2.0513,2.9206,-4.8718,-1.8957,-1.9683,1
10.577,10.784,8.5437,7.6923,6.6667,4.7665,6.571,2.9068,3.7283,1.9683,0,-3.0128,1.0159,-5.8333,-3.7915,-3.873,1
9.6154,7.8431,4.6602,3.8462,6.6667,2.8341,2.7432,-0.88468,-0.06319,0.06349,1.9512,-3.0128,-1.8413,-5.8333,-3.7915,-3.873,1
5.7692,1.9608,-0.19417,-1.9231,3.7821,-1.0306,-0.12759,-2.7804,-3.8547,-4.6984,3.9024,-3.0128,-5.6508,-8.7179,-1.8957,-5.7778,1
2.8846,0,-2.1359,-5.7692,0.89744,-1.9968,-2.9984,-3.7283,-7.6461,-7.5556,-0.97561,-2.0513,-9.4603,-7.7564,-3.7915,-4.8254,1
1.9231,1.9608,-2.1359,-3.8462,-1.0256,-1.9968,-6.8262,-2.7804,-9.5419,-6.6032,-4.878,-1.0897,-11.365,-4.8718,-4.7393,-2.9206,1
-0.96154,-3.9216,-2.1359,-4.8077,-1.9872,-5.8615,-5.8692,-7.5197,-8.594,-3.746,-3.9024,0.83333,-9.4603,-1.9872,-2.8436,-1.9683,1
-1.9231,-4.902,-2.1359,-2.8846,-2.9487,-3.9291,-2.9984,0.06319,-5.7504,1.9683,-1.9512,2.7564,-6.6032,2.8205,0,-0.06349,1
0,0,-3.1068,-0.96154,-4.8718,5.7327,-4.9123,6.6983,-7.6461,3.873,-2.9268,2.7564,-7.5556,2.8205,0.94787,-0.06349,1
0.96154,4.902,-4.0777,1.9231,-7.7564,13.462,-6.8262,8.594,-5.7504,3.873,0,3.7179,-6.6032,1.859,2.8436,1.8413,1
-0.96154,3.9216,-5.0485,0.96154,-7.7564,14.428,-4.9123,8.594,-3.8547,0.06349,-1.9512,4.6795,-4.6984,0.89744,2.8436,2.7937,1
-0.96154,3.9216,-4.0777,0.96154,-5.8333,13.462,-2.0415,8.594,-0.06319,0.06349,-0.97561,6.6026,1.0159,2.8205,5.6872,6.6032,1
-1.9231,0,-3.1068,-0.96154,-5.8333,9.5974,0.82935,5.7504,0.88468,0.06349,0.97561,6.6026,3.873,3.7821,8.5308,8.5079,1
-0.96154,2.9412,-2.1359,0,-4.8718,9.5974,1.7863,2.9068,-0.06319,2.9206,0.97561,6.6026,3.873,2.8205,7.5829,7.5556,1
0,6.8627,0.7767,4.8077,-2.9487,11.53,1.7863,7.6461,1.8325,5.7778,0.97561,6.6026,2.9206,2.8205,4.7393,5.6508,1
0,4.902,0.7767,4.8077,-1.0256,9.5974,0.82935,8.594,0.88468,5.7778,0.97561,3.7179,0.06349,0.89744,1.8957,1.8413,1
2.8846,5.8824,2.7184,4.8077,1.859,8.6312,2.7432,4.8025,3.7283,3.873,-0.97561,1.7949,-0.88889,-1.0256,0.94787,0.88889,1
3.8462,6.8627,5.6311,6.7308,3.7821,9.5974,3.7002,4.8025,5.624,3.873,0,0.83333,-0.88889,-1.9872,0.94787,-0.06349,1
6.7308,10.784,7.5728,8.6538,4.7436,10.564,2.7432,1.0111,6.5719,3.873,-2.9268,-0.12821,-1.8413,-1.9872,-0.94787,-2.9206,1
4.8077,8.8235,5.6311,8.6538,2.8205,11.53,-1.0845,1.9589,4.6761,5.7778,-1.9512,-0.12821,-2.7937,-0.0641,-0.94787,-3.873,1
4.8077,8.8235,4.6602,9.6154,1.859,10.564,0.82935,6.6983,3.7283,6.7302,1.9512,1.7949,-1.8413,2.8205,1.8957,-1.9683,1
2.8846,6.8627,2.7184,5.7692,-0.0641,6.6989,2.7432,6.6983,4.6761,3.873,3.9024,2.7564,1.9683,5.7051,1.8957,-0.06349,1
1.9231,3.9216,3.6893,4.8077,0.89744,4.7665,6.571,3.8547,8.4676,3.873,5.8537,3.7179,5.7778,8.5897,3.7915,0.88889,1
1.9231,1.9608,5.6311,4.8077,2.8205,5.7327,7.5279,3.8547,10.363,6.7302,3.9024,3.7179,6.7302,10.513,1.8957,2.7937,1
0,2.9412,2.7184,4.8077,0.89744,5.7327,5.614,0.06319,7.5197,7.6825,4.878,4.6795,5.7778,11.474,1.8957,5.6508,1
-3.8462,0,-3.1068,0.96154,-1.9872,3.8003,4.6571,1.0111,1.8325,5.7778,7.8049,3.7179,5.7778,11.474,7.5829,7.5556,1
-4.8077,0,-6.0194,0,-3.9103,0.90177,1.7863,1.0111,-1.0111,2.9206,2.9268,1.7949,3.873,8.5897,3.7915,7.5556,1
-3.8462,-1.9608,-5.0485,-0.96154,-3.9103,-0.06441,0.82935,-1.8325,0.88468,0.06349,1.9512,-0.12821,2.9206,1.859,1.8957,5.6508,1
0,0,-2.1359,0,-1.0256,1.868,2.7432,-2.7804,2.7804,-3.746,3.9024,-3.0128,3.873,-4.8718,4.7393,6.6032,1
-1.9231,0,-3.1068,0,-1.9872,0.90177,2.7432,-2.7804,2.7804,-6.6032,2.9268,-3.9744,3.873,-9.6795,4.7393,6.6032,1
-4.8077,-5.8824,-6.0194,-5.7692,-3.9103,-1.0306,-0.12759,-4.6761,-1.0111,-9.4603,2.9268,-3.9744,1.0159,-10.641,3.7915,4.6984,1
-1.9231,-3.9216,-4.0777,-5.7692,-1.9872,-1.9968,0.82935,-6.5719,-0.06319,-7.5556,1.9512,-2.0513,1.9683,-5.8333,4.7393,5.6508,1
0,-2.9412,-3.1068,-5.7692,-1.0256,-1.0306,-2.9984,-3.7283,-2.9068,-4.6984,1.9512,-1.0897,1.9683,-0.0641,4.7393,4.6984,1
0.96154,0.98039,-2.1359,-0.96154,0.89744,0.90177,0.82935,1.9589,-1.9589,-0.88889,1.9512,1.7949,2.9206,5.7051,3.7915,2.7937,1
-0.96154,0.98039,-2.1359,0,-0.0641,-0.06441,1.7863,1.0111,-1.0111,0.06349,1.9512,1.7949,3.873,8.5897,0.94787,0.88889,1
0.96154,2.9412,-1.165,1.9231,-0.0641,0.90177,0.82935,1.0111,-0.06319,2.9206,2.9268,3.7179,4.8254,11.474,2.8436,2.7937,1
-0.96154,0.98039,-1.165,0,-1.0256,2.8341,-0.12759,2.9068,-1.9589,4.8254,3.9024,5.641,3.873,13.397,5.6872,5.6508,1
-4.8077,-0.98039,-4.0777,-0.96154,-3.9103,-0.06441,-0.12759,1.9589,-4.8025,2.9206,0.97561,6.6026,-0.88889,10.513,4.7393,4.6984,1
-2.8846,-1.9608,-4.0777,-2.8846,-2.9487,-1.0306,-1.0845,-3.7283,-3.8547,1.0159,1.9512,4.6795,-0.88889,6.6667,3.7915,4.6984,1
0.96154,1.9608,0.7767,-1.9231,-0.0641,-1.9968,0.82935,-4.6761,1.8325,-1.8413,1.9512,0.83333,0.06349,2.8205,0.94787,1.8413,1
0.96154,1.9608,3.6893,0,2.8205,-2.963,4.6571,-4.6761,5.624,-2.7937,-0.97561,-4.9359,1.0159,-1.0256,-3.7915,-2.9206,1
1.9231,3.9216,5.6311,2.8846,3.7821,-1.9968,7.5279,-7.5197,9.4155,-0.88889,0.97561,-5.8974,3.873,-1.0256,0,-1.0159,1
1.9231,0,3.6893,-0.96154,3.7821,-3.9291,5.614,-7.5197,8.4676,-1.8413,0,-5.8974,3.873,-1.9872,0,-1.0159,1
3.8462,0,1.7476,-2.8846,3.7821,-3.9291,1.7863,-3.7283,5.624,-2.7937,0,-3.9744,2.9206,-1.9872,0,-1.0159,1
-0.96154,0,-2.1359,-4.8077,1.859,-1.9968,-0.12759,-2.7804,-1.0111,-3.746,-0.97561,-3.0128,1.9683,-2.9487,0,-1.0159,1
-0.96154,-0.98039,-3.1068,-2.8846,0.89744,-1.0306,2.7432,-7.5197,-2.9068,-3.746,-2.9268,-3.0128,1.9683,-1.9872,0,-1.0159,1
3.8462,3.9216,0.7767,1.9231,2.8205,0.90177,2.7432,-1.8325,0.88468,-1.8413,-0.97561,-1.0897,2.9206,-1.0256,0,-1.0159,1
5.7692,7.8431,2.7184,0.96154,5.7051,1.868,2.7432,2.9068,2.7804,0.06349,0.97561,-0.12821,4.8254,0.89744,0,-0.06349,1
8.6538,7.8431,3.6893,1.9231,5.7051,1.868,3.7002,0.06319,5.624,1.9683,2.9268,1.7949,7.6825,5.7051,1.8957,1.8413,1
10.577,7.8431,2.7184,0.96154,5.7051,1.868,2.7432,0.06319,4.6761,1.0159,3.9024,1.7949,8.6349,6.6667,1.8957,1.8413,1
13.462,12.745,1.7476,2.8846,5.7051,1.868,1.7863,-0.88468,2.7804,0.06349,0.97561,1.7949,6.7302,5.7051,0,0.88889,1
14.423,14.706,1.7476,4.8077,6.6667,4.7665,-0.12759,0.06319,-0.06319,1.0159,0,2.7564,3.873,5.7051,-0.94787,1.8413,1
16.346001,16.667,2.7184,5.7692,7.6282,5.7327,-0.12759,-0.88468,-2.9068,0.06349,-0.97561,2.7564,0.06349,2.8205,-2.8436,-0.06349,1
16.346001,19.608,2.7184,6.7308,7.6282,8.6312,-0.12759,-1.8325,-6.6983,0.06349,-1.9512,1.7949,-0.88889,0.89744,-2.8436,-0.06349,1
20.191999,24.51,3.6893,11.538,6.6667,11.53,-2.0415,4.8025,-5.7504,2.9206,0,3.7179,-2.7937,1.859,-1.8957,1.8413,1
24.038,25.49,9.5146,14.423,6.6667,11.53,-4.9123,6.6983,-0.06319,7.6825,1.9512,4.6795,0.06349,4.7436,3.7915,3.746,1
28.846001,31.372999,12.427,20.191999,8.5897,16.361,-4.9123,8.594,2.7804,10.54,-0.97561,2.7564,-0.88889,2.8205,0,1.8413,1
27.885,34.313999,11.456,22.115,8.5897,20.225,-3.9553,9.5419,0.88468,10.54,-7.8049,-0.12821,-4.6984,-0.0641,-5.6872,-2.9206,1
24.038,30.392,8.5437,19.231001,6.6667,16.361,-2.0415,1.0111,1.8325,8.6349,-4.878,-2.0513,-3.746,-1.0256,-2.8436,-2.9206,1
18.268999,24.51,3.6893,11.538,4.7436,11.53,0.82935,-2.7804,0.88468,2.9206,3.9024,-7.8205,-2.7937,-2.9487,1.8957,-2.9206,1
14.423,20.587999,2.7184,7.6923,2.8205,10.564,2.7432,-1.8325,1.8325,0.06349,4.878,-7.8205,-1.8413,-2.9487,4.7393,-1.0159,1
8.6538,14.706,0.7767,5.7692,1.859,8.6312,3.7002,0.06319,-0.06319,0.06349,3.9024,-3.0128,-3.746,-2.9487,3.7915,-0.06349,1
5.7692,12.745,-1.165,2.8846,2.8205,10.564,1.7863,3.8547,-3.8547,0.06349,-1.9512,3.7179,-5.6508,-1.0256,-0.94787,-0.06349,1
4.8077,12.745,-1.165,2.8846,1.859,8.6312,-0.12759,3.8547,-3.8547,-1.8413,-6.8293,6.6026,-5.6508,-0.0641,-6.6351,0.88889,1
4.8077,7.8431,-1.165,0.96154,0.89744,5.7327,-0.12759,1.0111,-3.8547,-2.7937,-3.9024,6.6026,-4.6984,0.89744,-6.6351,0.88889,1
3.8462,3.9216,-0.19417,1.9231,-0.0641,2.8341,-2.0415,-3.7283,-0.06319,-0.88889,-2.9268,6.6026,-1.8413,4.7436,-4.7393,2.7937,1
-0.96154,-2.9412,-1.165,-1.9231,-1.9872,-2.963,-0.12759,-6.5719,0.88468,-0.88889,-1.9512,3.7179,1.9683,6.6667,-1.8957,3.746,1
-1.9231,-3.9216,-2.1359,-2.8846,-2.9487,-6.8277,-0.12759,-2.7804,0.88468,0.06349,2.9268,1.7949,2.9206,7.6282,0.94787,3.746,1
-2.8846,-3.9216,-2.1359,-2.8846,-3.9103,-3.9291,-3.9553,-0.88468,-1.0111,-0.88889,1.9512,-0.12821,2.9206,5.7051,-0.94787,0.88889,1
-3.8462,-2.9412,-1.165,-0.96154,-2.9487,-0.06441,-5.8692,1.0111,-1.0111,-2.7937,0.97561,-0.12821,2.9206,1.859,-0.94787,-1.0159,1
-6.7308,-6.8627,-1.165,-1.9231,-2.9487,1.868,-4.9123,1.0111,-1.0111,-2.7937,2.9268,-1.0897,2.9206,-1.9872,0,-1.0159,1
-6.7308,-4.902,-0.19417,0.96154,-2.9487,2.8341,-0.12759,-0.88468,0.88468,-0.88889,0,-0.12821,1.9683,-2.9487,-1.8957,-1.9683,1
-5.7692,-3.9216,0.7767,2.8846,-2.9487,5.7327,0.82935,1.9589,-0.06319,1.0159,0,-1.0897,0.06349,-1.9872,0,-2.9206,1
-6.7308,-4.902,-2.1359,0.96154,-4.8718,4.7665,0.82935,4.8025,-1.9589,0.06349,0,-0.12821,-2.7937,-2.9487,0,-3.873,1
-11.538,-8.8235,-6.9903,-3.8462,-6.7949,1.868,-0.12759,4.8025,-5.7504,-1.8413,-0.97561,-1.0897,-5.6508,-3.9103,-3.7915,-4.8254,1
-11.538,-9.8039,-7.9612,-5.7692,-4.8718,-1.0306,-0.12759,1.0111,-6.6983,-2.7937,-3.9024,-3.9744,-6.6032,-4.8718,-6.6351,-7.6825,1
-10.577,-11.765,-6.0194,-7.6923,-1.9872,-4.8953,1.7863,-1.8325,-5.7504,-6.6032,-9.7561,-7.8205,-6.6032,-9.6795,-10.427,-11.492,1
-9.6154,-10.784,-3.1068,-9.6154,0.89744,-7.7939,1.7863,-5.624,-3.8547,-13.27,-7.8049,-11.667,-6.6032,-15.449,-10.427,-13.397,1
-5.7692,-10.784,-0.19417,-8.6538,2.8205,-8.7601,0.82935,-8.4676,-1.9589,-14.222,-5.8537,-9.7436,-4.6984,-15.449,-7.5829,-10.54,1
