Fp1,Fp2,F3,F4,F7,F8,T3,T4,C3,C4,T5,T6,P3,P4,O1,O2,target
-23.838,-2.0228,2.285,-6.0006,1.3715,-5.0806,6.0115,-7.2127,2.1108,0.31717,4.5105,3.8431,2.0812,-7.3869,3.7132,-0.93761,2
-23.189,-1.2754,2.9091,-5.1384,3.2646,-3.9613,6.2127,-8.0623,1.9378,-0.089642,4.946,2.7207,1.7889,-6.9162,2.7894,-2.279,2
-22.496,-0.89979,3.535,-4.2318,4.84,-1.8843,6.2191,-8.9575,1.5357,-0.48987,5.0049,1.4337,1.5385,-6.3751,2.1087,-3.4507,2
-21.731,-0.89184,4.1347,-3.2888,6.0769,1.0339,6.0834,-9.7222,1.024,-0.78214,4.8391,0.17715,1.4142,-5.7123,1.8387,-4.2624,2
-20.922,-1.2258,4.6399,-2.341,6.996,4.5009,5.8087,-10.23,0.49214,-0.92169,4.6345,-0.92707,1.4474,-4.9332,2.0734,-4.627,2
-20.15,-1.8459,4.9651,-1.4407,7.6239,8.0678,5.3648,-10.422,-0.019536,-0.91906,4.557,-1.8394,1.612,-4.1154,2.7827,-4.5811,2
-19.548,-2.6687,5.0473,-0.65615,7.9662,11.197,4.7213,-10.313,-0.52113,-0.83612,4.6949,-2.5902,1.8186,-3.3839,3.8222,-4.2578,2
-19.257,-3.5711,4.8619,-0.06179,7.9927,13.379,3.883,-9.9909,-1.0458,-0.75713,5.0436,-3.2467,1.9464,-2.8762,4.9523,-3.8497,2
-19.349,-4.4099,4.4354,0.28532,7.6466,14.248,2.9218,-9.574,-1.6238,-0.76108,5.5117,-3.8833,1.8781,-2.7088,5.9231,-3.547,2
-19.856,-5.03,3.827,0.34237,6.8655,13.659,1.9621,-9.1887,-2.2637,-0.91248,5.9596,-4.5504,1.5227,-2.9344,6.4932,-3.5011,2
-20.712,-5.3122,3.0945,0.085611,5.5984,11.72,1.159,-8.9437,-2.9484,-1.2614,6.2587,-5.28,0.85567,-3.5372,6.5234,-3.7992,2
-21.802,-5.2049,2.2658,-0.49607,3.8434,8.7619,0.6496,-8.918,-3.6402,-1.8485,6.3362,-6.078,-0.077524,-4.4362,5.9785,-4.4596,2
-23.016,-4.7378,1.3392,-1.4011,1.6685,5.2422,0.52505,-9.1531,-4.3018,-2.7082,6.2013,-6.9325,-1.1718,-5.5079,4.9288,-5.4502,2
-24.256,-4.0243,0.28849,-2.612,-0.79013,1.659,0.80129,-9.6471,-4.91,-3.8694,5.9332,-7.8204,-2.2836,-6.6166,3.5305,-6.709,2
-25.472,-3.2233,-0.89683,-4.0828,-3.3244,-1.5518,1.424,-10.378,-5.4707,-5.3387,5.6481,-8.6962,-3.2728,-7.6442,1.9695,-8.1605,2
-26.644,-2.4998,-2.1888,-5.7249,-5.6827,-4.0794,2.2847,-11.305,-6.0112,-7.0831,5.4435,-9.5049,-4.0361,-8.5132,0.42526,-9.722,2
-27.747,-1.983,-3.5,-7.3938,-7.6117,-5.7602,3.2332,-12.388,-6.5676,-9.0144,5.3644,-10.172,-4.5369,-9.1742,-0.95969,-11.313,2
-28.719,-1.7366,-4.6853,-8.8995,-8.8845,-6.5797,4.1178,-13.597,-7.1629,-10.988,5.383,-10.624,-4.7995,-9.606,-2.0864,-12.829,2
-29.436,-1.7525,-5.5699,-10.036,-9.3422,-6.6215,4.8171,-14.899,-7.7798,-12.809,5.4295,-10.784,-4.8888,-9.7964,-2.9046,-14.145,2
-29.717,-1.9751,-5.9755,-10.591,-8.9148,-6.0563,5.2786,-16.243,-8.3433,-14.265,5.4249,-10.594,-4.8695,-9.7171,-3.3641,-15.12,2
-29.357,-2.3269,-5.7745,-10.421,-7.6288,-5.0788,5.5469,-17.535,-8.7253,-15.161,5.3272,-9.9999,-4.768,-9.324,-3.4345,-15.592,2
-28.196,-2.7383,-4.9108,-9.4654,-5.6127,-3.8813,5.7736,-18.642,-8.7801,-15.359,5.149,-8.9703,-4.5684,-8.5608,-3.0958,-15.427,2
-26.195,-3.1835,-3.4266,-7.8202,-3.0842,-2.6493,6.1888,-19.397,-8.3678,-14.816,4.9475,-7.4975,-4.2025,-7.3869,-2.3547,-14.533,2
-23.476,-3.6745,-1.4685,-5.6947,-0.32867,-1.5246,7.0334,-19.646,-7.4237,-13.601,4.791,-5.5998,-3.6124,-5.7899,-1.2732,-12.909,2
-20.347,-4.2568,0.72555,-3.3934,2.3323,-0.6033,8.4897,-19.286,-5.9896,-11.886,4.7228,-3.3442,-2.7668,-3.8139,0.024531,-10.641,2
-17.273,-4.9704,2.8654,-1.2996,4.5809,0.065384,10.593,-18.308,-4.2153,-9.9018,4.7368,-0.84483,-1.7023,-1.556,1.3709,-7.9013,2
-14.759,-5.835,4.6539,0.26471,6.1469,0.50148,13.202,-16.804,-2.3358,-7.898,4.7926,1.7368,-0.52398,0.84476,2.5882,-4.9159,2
-13.23,-6.8089,5.8585,1.0746,6.8542,0.76132,16.01,-14.945,-0.61914,-6.0707,4.8375,4.2132,0.62631,3.2349,3.5422,-1.9144,2
-12.96,-7.7987,6.3515,1.0794,6.6518,0.93758,18.626,-12.937,0.70835,-4.5303,4.8468,6.3927,1.612,5.4735,4.1777,0.90593,2
-13.966,-8.6574,6.1522,0.41053,5.6287,1.1175,20.667,-10.965,1.5184,-3.2743,4.8406,8.1229,2.3421,7.4547,4.5348,3.4076,2
-15.991,-9.2159,5.4231,-0.63396,4.0041,1.3664,21.871,-9.1551,1.8023,-2.2132,4.8716,9.3124,2.7973,9.1187,4.726,5.5263,2
-18.579,-9.3073,4.4406,-1.6642,2.0921,1.7062,22.166,-7.5604,1.674,-1.1968,4.9956,9.9491,3.0267,10.455,4.902,7.2552,2
-21.132,-8.8064,3.5403,-2.2776,0.24059,2.1278,21.682,-6.1673,1.3252,-0.067261,5.242,10.092,3.13,11.486,5.2021,8.6218,2
-23.097,-7.6397,3.035,-2.1603,-1.2346,2.6129,20.713,-4.9323,0.98076,1.2967,5.5861,9.8516,3.221,12.26,5.7001,9.6628,2
-24.027,-5.827,3.1661,-1.1538,-2.0951,3.1562,19.629,-3.8159,0.8323,2.9542,5.9596,9.3414,3.4049,12.818,6.3943,10.392,2
-23.715,-3.4896,4.042,0.7085,-2.2161,3.7849,18.75,-2.7982,1.0081,4.8882,6.2788,8.6499,3.7358,13.196,7.1991,10.786,2
-22.209,-0.85805,5.6364,3.2096,-1.5863,4.5554,18.295,-1.8912,1.5357,7.0104,6.4679,7.8198,4.2225,13.395,7.9704,10.786,2
-19.782,1.7576,7.7903,6.0134,-0.28139,5.5275,18.318,-1.1245,2.35,9.1722,6.4943,6.8481,4.8213,13.393,8.5388,10.309,2
-16.837,4.0175,10.255,8.7284,1.5663,6.7377,18.714,-0.53766,3.3071,11.189,6.3672,5.7074,5.4463,13.143,8.7685,9.289,2
-13.808,5.6215,12.743,11.009,3.7904,8.1586,19.271,-0.16024,4.2209,12.877,6.1161,4.3793,5.9978,12.593,8.5689,7.7046,2
-11.068,6.3788,14.969,12.61,6.1979,9.6941,19.739,-0.010062,4.894,14.071,5.772,2.8867,6.3778,11.701,7.9452,5.6226,2
-8.8719,6.2635,16.696,13.421,8.5638,11.186,19.9,-0.10886,5.1636,14.658,5.3381,1.3012,6.5021,10.464,6.9576,3.1966,2
-7.3614,5.4088,17.762,13.471,10.637,12.449,19.645,-0.48233,4.9286,14.588,4.8003,-0.26454,6.32,8.9089,5.732,0.65829,2
-6.5654,4.0672,18.088,12.878,12.159,13.317,18.971,-1.1759,4.1705,13.881,4.1308,-1.6871,5.8122,7.1092,4.4074,-1.731,2
-6.4603,2.5328,17.68,11.819,12.921,13.686,18.005,-2.2173,2.9482,12.623,3.3187,-2.8522,4.9859,5.1633,3.108,-3.7259,2
-6.9962,1.062,16.63,10.48,12.821,13.544,16.957,-3.6025,1.3973,10.942,2.3888,-3.6777,3.8793,3.1785,1.9192,-5.1544,2
-8.0838,-0.17631,15.096,9.0185,11.908,12.974,16.057,-5.2524,-0.31357,8.9984,1.4062,-4.1194,2.547,1.2607,0.88132,-5.9409,2
-9.6232,-1.1085,13.266,7.5524,10.381,12.125,15.501,-6.9973,-2.0043,6.9644,0.46393,-4.159,1.064,-0.50015,-0.0056492,-6.1174,2
-11.446,-1.7386,11.336,6.1592,8.5449,11.199,15.391,-8.588,-3.5292,5.0146,-0.34973,-3.8056,-0.48372,-2.0389,-0.76351,-5.817,2
-13.369,-2.0904,9.4756,4.8754,6.7123,10.385,15.709,-9.742,-4.7962,3.3044,-0.9712,-3.0852,-2.0087,-3.3133,-1.4325,-5.23,2
-15.193,-2.1878,7.8095,3.7136,5.1275,9.8467,16.312,-10.21,-5.7792,1.9694,-1.3819,-2.0465,-3.4286,-4.3004,-2.0546,-4.572,2
-16.745,-2.0387,6.4127,2.6739,3.9114,9.7032,16.986,-9.8467,-6.5042,1.1137,-1.6113,-0.7504,-4.6594,-4.9773,-2.6649,-4.0377,2
-17.904,-1.6471,5.32,1.7673,3.0774,10.007,17.484,-8.6374,-7.0158,0.79639,-1.7244,0.73915,-5.6329,-5.3298,-3.2685,-3.7511,2
-18.629,-1.0509,4.5525,1.0255,2.5706,10.752,17.609,-6.6989,-7.3488,1.036,-1.7942,2.3734,-6.2877,-5.3245,-3.8285,-3.7304,2
-18.941,-0.32737,4.1207,0.5088,2.3304,11.869,17.256,-4.2585,-7.5059,1.797,-1.8887,4.131,-6.5696,-4.935,-4.2577,-3.891,2
-18.957,0.41003,4.0263,0.28849,2.3323,13.221,16.43,-1.5929,-7.4569,2.9858,-2.0607,6.0165,-6.4435,-4.1453,-4.4271,-4.0538,2
-18.794,1.0242,4.2396,0.41053,2.5762,14.607,15.242,0.99573,-7.1672,4.4511,-2.3273,8.0331,-5.906,-2.9837,-4.2024,-4.0056,2
-18.616,1.4038,4.6819,0.86541,3.0698,15.799,13.863,3.2286,-6.6252,5.9875,-2.6868,10.13,-5.0008,-1.5472,-3.5066,-3.5653,2
-18.579,1.4833,5.2116,1.5596,3.7677,16.564,12.482,4.847,-5.8801,7.3501,-3.1037,12.189,-3.8278,-0.0013142,-2.3362,-2.6619,2
-18.818,1.2587,5.6469,2.3188,4.5658,16.732,11.258,5.6394,-5.0398,8.302,-3.5175,13.971,-2.5444,1.4282,-0.81381,-1.3503,2
-19.438,0.78767,5.8008,2.9306,5.3185,16.23,10.297,5.4556,-4.2542,8.6429,-3.8461,15.182,-1.3346,2.5087,0.84108,0.18594,2
-20.418,0.1576,5.5333,3.2001,5.8764,15.12,9.6314,4.2344,-3.6748,8.2704,-3.998,15.528,-0.38042,3.0498,2.3702,1.6878,2
-21.687,-0.5301,4.806,3.0162,6.145,13.563,9.2226,2.0312,-3.4024,7.1947,-3.8957,14.797,0.1921,2.9494,3.5389,2.9031,2
-23.047,-1.186,3.6854,2.3854,6.1128,11.798,8.9815,-0.98226,-3.4644,5.5464,-3.4943,12.933,0.33392,2.2196,4.2129,3.6529,2
-24.243,-1.7405,2.3287,1.4265,5.8499,10.079,8.7835,-4.5312,-3.8031,3.5374,-2.8108,10.065,0.088804,0.97696,4.3755,3.8776,2
-24.997,-2.154,0.92835,0.33128,5.466,8.6111,8.4929,-8.2817,-4.309,1.4125,-1.9181,6.4872,-0.42769,-0.59533,4.1274,3.63,2
-25.096,-2.4084,-0.34263,-0.70053,5.0594,7.5299,7.9995,-11.89,-4.8394,-0.60704,-0.9588,2.6049,-1.0615,-2.2857,3.6361,3.0453,2
-24.455,-2.5097,-1.3671,-1.5057,4.6868,6.8994,7.2394,-15.048,-5.2747,-2.3659,-0.10176,-1.1479,-1.669,-3.9091,3.0761,2.2794,2
-23.155,-2.4779,-2.1084,-1.9986,4.3407,6.7141,6.2191,-17.512,-5.524,-3.7865,0.48562,-4.3844,-2.147,-5.3245,2.5731,1.4608,2
-21.45,-2.3428,-2.5769,-2.1698,3.9852,6.9358,5.0103,-19.126,-5.5413,-4.8621,0.6809,-6.8213,-2.4534,-6.4562,2.1774,0.66288,2
-19.719,-2.142,-2.8112,-2.0668,3.5899,7.4881,3.7425,-19.82,-5.3165,-5.6375,0.43448,-8.3124,-2.6005,-7.2758,1.8739,-0.10756,2
-18.361,-1.9214,-2.8374,-1.7767,3.1739,8.2749,2.5689,-19.618,-4.8654,-6.1826,-0.19784,-8.8622,-2.6425,-7.8064,1.6056,-0.88946,2
-17.699,-1.7306,-2.6661,-1.409,2.8183,9.1635,1.6348,-18.638,-4.2283,-6.5788,-1.0611,-8.6063,-2.6407,-8.1007,1.3038,-1.7401,2
-17.917,-1.6213,-2.3024,-1.0888,2.6519,9.9921,1.0424,-17.083,-3.4802,-6.9198,-1.9274,-7.7961,-2.6512,-8.2276,0.93162,-2.7147,2
-18.96,-1.6233,-1.771,-0.95254,2.8013,10.588,0.83482,-15.219,-2.7077,-7.3003,-2.5412,-6.7314,-2.709,-8.2611,0.47724,-3.8428,2
-20.607,-1.7545,-1.1416,-1.1269,3.3346,10.792,0.9913,-13.33,-2.0245,-7.8098,-2.6636,-5.714,-2.8333,-8.2699,-0.029123,-5.1177,2
-22.498,-1.985,-0.51571,-1.7006,4.2159,10.501,1.4336,-11.663,-1.5387,-8.5102,-2.1692,-4.9875,-3.0329,-8.2929,-0.53213,-6.4797,2
-24.243,-2.2613,-0.02445,-2.6976,5.3015,9.6995,2.0531,-10.386,-1.3369,-9.4186,-1.0425,-4.6814,-3.306,-8.3422,-0.97142,-7.8303,2
-25.525,-2.5157,0.22205,-4.0496,6.3681,8.4694,2.727,-9.5542,-1.4594,-10.489,0.59411,-4.8063,-3.6562,-8.4004,-1.2833,-9.0226,2
-26.168,-2.6886,0.16786,-5.5996,7.1757,6.9757,3.3417,-9.1156,-1.8861,-11.609,2.5097,-5.2541,-4.0817,-8.4286,-1.4208,-9.8939,2
-26.171,-2.7761,-0.1748,-7.1434,7.5388,5.4258,3.8,-8.9338,-2.5405,-12.624,4.4222,-5.8435,-4.5841,-8.3792,-1.3554,-10.297,2
-25.693,-2.8218,-0.72026,-8.4653,7.3818,4.0212,4.0283,-8.833,-3.3145,-13.373,6.0572,-6.3674,-5.1619,-8.2224,-1.0821,-10.128,2
-24.986,-2.9212,-1.3426,-9.4036,6.7596,2.9018,3.9709,-8.6433,-4.1,-13.718,7.1901,-6.6462,-5.8185,-7.9421,-0.6277,-9.3459,2
-24.327,-3.1696,-1.9143,-9.8933,5.8291,2.1205,3.5844,-8.2224,-4.8178,-13.581,7.6768,-6.5563,-6.5573,-7.549,-0.049243,-7.9999,2
-23.925,-3.6148,-2.3461,-9.9456,4.8003,1.6499,2.8372,-7.4774,-5.4361,-12.955,7.4598,-6.0445,-7.382,-7.0678,0.57113,-6.2046,2
-23.862,-4.223,-2.5996,-9.6492,3.8736,1.4064,1.7178,-6.363,-5.9608,-11.892,6.564,-5.1277,-8.2941,-6.5196,1.1462,-4.1157,2
-24.082,-4.869,-2.6818,-9.1151,3.1966,1.301,0.25041,-4.8849,-6.4235,-10.499,5.0855,-3.8711,-9.2711,-5.9133,1.604,-1.8938,2
-24.403,-5.3719,-2.6241,-8.4351,2.8486,1.2756,-1.4853,-3.0986,-6.8429,-8.9038,3.1885,-2.3785,-10.26,-5.2329,1.9108,0.3304,2
-24.592,-5.5667,-2.4563,-7.6712,2.8543,1.3373,-3.3487,-1.1127,-7.2104,-7.2384,1.0839,-0.7702,-11.181,-4.4503,2.0734,2.4491,2
-24.429,-5.3778,-2.1905,-6.8597,3.1928,1.5445,-5.1466,0.91867,-7.4857,-5.6375,-0.99135,0.81835,-11.934,-3.5425,2.1271,4.3867,2
-23.809,-4.8591,-1.8461,-6.0482,3.8112,1.966,-6.6811,2.8077,-7.6183,-4.2288,-2.8325,2.247,-12.44,-2.5219,2.1053,6.0559,2
-22.764,-4.2052,-1.4615,-5.3112,4.632,2.6365,-7.7829,4.3569,-7.578,-3.1295,-4.3049,3.3725,-12.666,-1.452,2.0064,7.3377,2
-21.469,-3.6784,-1.1189,-4.7707,5.5379,3.5069,-8.3721,5.4003,-7.3834,-2.4462,-5.3928,4.0548,-12.652,-0.46313,1.7834,8.0921,2
-20.187,-3.5413,-0.94404,-4.5694,6.3908,4.4246,-8.4615,5.839,-7.0951,-2.2501,-6.1848,4.1691,-12.503,0.286,1.3374,8.1723,2
-19.167,-3.9527,-1.0752,-4.8167,7.032,5.155,-8.1374,5.6572,-6.8068,-2.5568,-6.8218,3.6162,-12.353,0.63501,0.57113,7.473,2
-18.587,-4.9207,-1.6101,-5.5743,7.3327,5.413,-7.5194,4.9339,-6.5892,-3.3099,-7.437,2.3582,-12.304,0.4746,-0.56231,5.9917,2
-18.495,-6.31,-2.5559,-6.7899,7.2286,4.9279,-6.6987,3.7997,-6.4667,-4.3855,-8.0818,0.41627,-12.381,-0.20931,-2.0227,3.8524,2
-18.823,-7.8882,-3.8059,-8.3242,6.7407,3.5033,-5.7295,2.4125,-6.3932,-5.6099,-8.6924,-2.1074,-12.515,-1.3304,-3.6575,1.3095,2
-19.438,-9.4027,-5.1608,-10.004,5.9899,1.072,-4.6229,0.91867,-6.2793,-6.8053,-9.1279,-5.0332,-12.564,-2.7176,-5.242,-1.3114,2
-20.181,-10.667,-6.3759,-11.661,5.1672,-2.2786,-3.3982,-0.57323,-6.0242,-7.8282,-9.2286,-8.125,-12.361,-4.1647,-6.528,-3.6708,2
-20.964,-11.585,-7.2448,-13.161,4.4996,-6.2871,-2.1096,-1.9742,-5.5716,-8.601,-8.9233,-11.107,-11.785,-5.4691,-7.3177,-5.496,2
-21.742,-12.156,-7.6364,-14.468,4.197,-10.535,-0.86892,-3.2033,-4.9115,-9.1145,-8.2476,-13.704,-10.803,-6.4844,-7.5155,-6.6356,2
-22.519,-12.434,-7.5262,-15.572,4.4202,-14.52,0.16738,-4.1459,-4.1072,-9.3936,-7.3688,-15.676,-9.4865,-7.133,-7.1416,-7.0667,2
-23.315,-12.491,-6.9808,-16.485,5.2523,-17.715,0.85398,-4.6656,-3.2424,-9.4858,-6.5133,-16.854,-7.986,-7.408,-6.3251,-6.897,2
-24.122,-12.394,-6.1206,-17.192,6.6802,-19.686,1.0983,-4.6063,-2.405,-9.4147,-5.8934,-17.167,-6.4838,-7.3604,-5.2537,-6.3192,2
-24.897,-12.195,-5.0699,-17.642,8.5922,-20.191,0.8955,-3.8475,-1.6526,-9.1856,-5.6547,-16.65,-5.1479,-7.0749,-4.1337,-5.574,2
-25.551,-11.951,-3.9493,-17.763,10.807,-19.23,0.33025,-2.3378,-1.0097,-8.7827,-5.8051,-15.436,-4.0974,-6.6483,-3.1494,-4.8953,2
-25.979,-11.71,-2.8461,-17.49,13.103,-17.044,-0.45057,-0.12467,-0.48221,-8.1982,-6.2762,-13.719,-3.3726,-6.1724,-2.4301,-4.4711,2
-26.063,-11.502,-1.8217,-16.799,15.261,-14.051,-1.2777,2.6497,-0.052687,-7.4267,-6.9426,-11.71,-2.9436,-5.7017,-2.0244,-4.4,2
-25.695,-11.307,-0.91781,-15.704,17.108,-10.735,-1.9946,5.7817,0.2918,-6.4893,-7.668,-9.5963,-2.7195,-5.2505,-1.8986,-4.666,2
-24.792,-11.046,-0.15907,-14.261,18.542,-7.5318,-2.488,9.0362,0.57286,-5.4163,-8.3421,-7.5067,-2.5619,-4.7852,-1.9422,-5.136,2
-23.326,-10.577,0.44234,-12.55,19.523,-4.7481,-2.6956,12.198,0.80347,-4.2538,-8.8939,-5.5252,-2.3343,-4.2387,-1.9892,-5.5809,2
-21.348,-9.7485,0.88115,-10.654,20.044,-2.5258,-2.6254,15.077,0.98797,-3.0624,-9.2922,-3.6929,-1.9264,-3.546,-1.8735,-5.7551,2
-19.023,-8.4646,1.1469,-8.6681,20.089,-0.85587,-2.3491,17.525,1.1076,-1.9157,-9.5417,-2.0541,-1.2961,-2.6806,-1.4778,-5.4616,2
-16.622,-6.7473,1.2343,-6.6964,19.627,0.38882,-1.9946,19.434,1.1177,-0.90063,-9.6889,-0.66054,-0.49072,-1.6723,-0.77693,-4.6293,2
-14.481,-4.7637,1.1312,-4.8547,18.618,1.4028,-1.7328,20.75,0.95914,-0.10412,-9.8082,0.41322,0.35843,-0.63058,0.14358,-3.3521,2
-12.918,-2.792,0.83744,-3.2555,17.057,2.404,-1.7296,21.485,0.5743,0.40932,-9.9896,1.094,1.0798,0.3001,1.1077,-1.8663,2
-12.174,-1.1582,0.36891,-2.0097,15.02,3.5832,-2.1112,21.718,-0.069983,0.61602,-10.323,1.3301,1.5,0.9611,1.9058,-0.49507,2
-12.324,-0.12861,-0.229,-1.1792,12.702,5.0514,-2.9335,21.592,-0.9593,0.55151,-10.845,1.1108,1.5087,1.2273,2.3467,0.44046,2
-13.241,0.15363,-0.89334,-0.77502,10.387,6.7777,-4.163,21.264,-2.0345,0.28557,-11.542,0.46653,1.0833,1.0404,2.3249,0.70874,2
-14.628,-0.27768,-1.5507,-0.756,8.4125,8.5602,-5.6975,20.871,-3.2035,-0.10017,-12.338,-0.53717,0.2954,0.40586,1.8337,0.21804,2
-16.08,-1.2337,-2.1398,-1.035,7.0773,10.047,-7.3821,20.473,-4.3695,-0.54516,-13.109,-1.8226,-0.72008,-0.61119,0.97018,-0.9743,2
-17.171,-2.4143,-2.6136,-1.5089,6.5781,10.813,-9.0379,20.043,-5.4433,-1.0375,-13.72,-3.2939,-1.7933,-1.905,-0.11128,-2.6826,2
-17.562,-3.4936,-2.9528,-2.0842,6.9695,10.499,-10.489,19.489,-6.3586,-1.6089,-14.05,-4.8489,-2.7738,-3.3574,-1.2246,-4.6453,2
-17.073,-4.1952,-3.1468,-2.696,8.1553,8.9527,-11.582,18.707,-7.0692,-2.3133,-14.025,-6.3568,-3.5424,-4.8433,-2.2004,-6.5714,2
-15.734,-4.3642,-3.2045,-3.3205,9.9293,6.3125,-12.192,17.642,-7.5463,-3.1967,-13.622,-7.6636,-4.0431,-6.2429,-2.8996,-8.1926,2
-13.779,-3.9984,-3.1364,-3.9735,12.01,3.0072,-12.255,16.33,-7.7769,-4.2683,-12.877,-8.6002,-4.2672,-7.4485,-3.2199,-9.284,2
-11.617,-3.2551,-2.9755,-4.693,14.099,-0.35799,-11.788,14.897,-7.7726,-5.494,-11.869,-9.0236,-4.2602,-8.3739,-3.1126,-9.6853,2
-9.7257,-2.4064,-2.7727,-5.5347,15.911,-3.1726,-10.892,13.53,-7.5809,-6.8119,-10.709,-8.8531,-4.1027,-8.9591,-2.571,-9.323,2
-8.5672,-1.7763,-2.6119,-6.5332,17.216,-4.9952,-9.7533,12.403,-7.2738,-8.1442,-9.5138,-8.1052,-3.9031,-9.1848,-1.6387,-8.2132,2
-8.4516,-1.6511,-2.5909,-7.6981,17.855,-5.662,-8.6004,11.623,-6.9467,-9.4252,-8.3809,-6.9081,-3.77,-9.0755,-0.41811,-6.466,2
-9.4525,-2.2037,-2.8094,-8.993,17.772,-5.2914,-7.636,11.2,-6.6872,-10.607,-7.3719,-5.4795,-3.798,-8.6877,0.94671,-4.2876,2
-11.431,-3.4379,-3.3409,-10.336,17.019,-4.2084,-7.0117,11.05,-6.5589,-11.661,-6.5009,-4.0722,-4.0431,-8.1131,2.2763,-1.9419,2
-14.042,-5.1811,-4.208,-11.611,15.758,-2.8183,-6.7801,11.028,-6.5892,-12.566,-5.7446,-2.9208,-4.5124,-7.4503,3.393,0.27308,2
-16.832,-7.121,-5.3689,-12.686,14.232,-1.4846,-6.9063,10.988,-6.7679,-13.296,-5.0767,-2.1866,-5.1602,-6.8016,4.1458,2.0822,2
-19.359,-8.8661,-6.7098,-13.433,12.732,-0.45793,-7.2975,10.832,-7.062,-13.821,-4.4862,-1.9338,-5.906,-6.2517,4.4443,3.2814,2
-21.274,-10.045,-8.0595,-13.75,11.548,0.13625,-7.8436,10.534,-7.4209,-14.103,-4.0073,-2.1257,-6.6501,-5.8551,4.2749,3.7653,2
-22.375,-10.371,-9.2028,-13.575,10.917,0.28162,-8.4392,10.159,-7.7812,-14.104,-3.7159,-2.6496,-7.2962,-5.6348,3.7015,3.5337,2
-22.624,-9.7128,-9.9354,-12.894,10.986,0.038128,-9.0012,9.8246,-8.068,-13.803,-3.702,-3.3594,-7.7689,-5.5819,2.8363,2.6715,2
-22.096,-8.1088,-10.079,-11.746,11.796,-0.47974,-9.4643,9.6803,-8.1877,-13.189,-4.0243,-4.1072,-8.021,-5.6594,1.8186,1.3278,2
-20.951,-5.7694,-9.528,-10.212,13.269,-1.103,-9.7709,9.8602,-8.0378,-12.282,-4.6768,-4.7758,-8.0385,-5.8216,0.78072,-0.33915,2
-19.375,-3.0305,-8.271,-8.4145,15.238,-1.619,-9.8794,10.429,-7.5333,-11.124,-5.5757,-5.2937,-7.8284,-6.0208,-0.17835,-2.1735,2
-17.546,-0.30749,-6.4039,-6.5062,17.477,-1.7971,-9.782,11.364,-6.6238,-9.7899,-6.5877,-5.6425,-7.4222,-6.2217,-0.9949,-4.0423,2
-15.637,1.9862,-4.1049,-4.6518,19.758,-1.441,-9.501,12.532,-5.3309,-8.3825,-7.5378,-5.8587,-6.862,-6.4086,-1.6404,-5.8354,2
-13.782,3.5087,-1.6206,-3.0209,21.882,-0.46884,-9.1002,13.7,-3.7483,-7.0304,-8.2956,-6.0308,-6.2054,-6.5831,-2.12,-7.4611,2
-12.098,4.0592,0.77451,-1.7672,23.718,1.043,-8.6739,14.561,-2.0345,-5.8745,-8.7916,-6.2852,-5.5226,-6.7611,-2.4603,-8.8461,2
-10.671,3.626,2.82,-1.008,25.191,2.8364,-8.3066,14.812,-0.38564,-5.053,-9.0209,-6.7649,-4.8958,-6.9656,-2.7018,-9.9375,2
